date,close,ma50,ma200,distance50,distance200
2026-05-13,1029000,589260.0,320123.5,174.63,321.44
2026-05-14,1024000,601560.0,324554.5,170.22,315.51
2026-05-15,1010000,614510.0,328911.0,164.36,307.07
2026-05-18,1031000,627100.0,333379.5,164.41,309.26
2026-05-19,987000,638750.0,337642.0,154.52,292.32
2026-05-20,1061000,652330.0,342267.5,162.65,309.99
2026-05-21,1204000,668370.0,347612.0,180.14,346.36
2026-05-22,1340000,687050.0,353637.5,195.04,378.92
2026-05-26,1572000,710500.0,360805.0,221.25,435.69
2026-05-27,1630000,735090.0,368268.0,221.74,442.61
2026-05-28,1849000,763810.0,376753.5,242.08,490.77
2026-05-29,2127000,797420.0,386645.0,266.74,550.12
2026-06-01,2005000,828240.0,395953.5,242.08,506.37
2026-06-02,1813000,854910.0,404267.0,212.07,448.47
2026-06-04,1716000,879940.0,412068.5,195.01,416.44
2026-06-05,1757000,906530.0,420075.5,193.82,418.26
2026-06-08,1664000,931070.0,427619.0,178.72,389.13
2026-06-09,1970000,961380.0,436668.5,204.91,451.14
2026-06-10,1805000,988340.0,444894.5,182.63,405.71
2026-06-11,1805000,1015760.0,453130.5,177.7,398.34
2026-06-12,1714000,1041460.0,460886.0,164.58,371.89
2026-06-15,1999000,1073290.0,470068.0,186.25,425.26
2026-06-16,2048000,1105360.0,479517.0,185.28,427.1
2026-06-17,2032000,1137660.0,488882.0,178.61,415.64
2026-06-18,2200000,1172540.0,499099.5,187.63,440.79
2026-06-19,2270000,1208700.0,509675.5,187.81,445.38
2026-06-22,2228000,1244120.0,520042.0,179.08,428.43
2026-06-23,1990000,1273640.0,529204.0,156.25,376.04
2026-06-24,1964000,1302600.0,538226.5,150.78,364.9
2026-06-25,1997000,1331240.0,547405.0,150.01,364.81
2026-06-26,1993000,1359740.0,556560.5,146.57,358.09
2026-06-29,2038000,1388820.0,565948.0,146.74,360.1
2026-06-30,2184000,1420220.0,576057.0,153.78,379.13
2026-07-01,2205000,1451540.0,586232.5,151.91,376.13
2026-07-02,1926000,1476480.0,594991.5,130.45,323.7
2026-07-03,1989000,1502660.0,604044.5,132.37,329.28
2026-07-06,1828000,1523780.0,612293.5,119.96,298.55
2026-07-07,1648000,1540500.0,619640.0,106.98,265.96
2026-07-08,1479000,1554600.0,626133.5,95.14,236.21
2026-07-09,1493000,1568700.0,632696.0,95.17,235.97
2026-07-10,1584000,1584500.0,639676.0,99.97,247.63
2026-07-13,1289000,1593500.0,645169.0,80.89,199.79
