date,close,ma50,ma200,distance50,distance200
2026-04-01,5478.7,5428.1,4049.7,100.93,135.29
2026-04-02,5234.05,5435.96,4061.59,96.29,128.87
2026-04-03,5377.3,5445.42,4074.12,98.75,131.99
2026-04-06,5450.33,5456.71,4086.83,99.88,133.36
2026-04-07,5494.78,5468.41,4099.71,100.48,134.03
2026-04-08,5872.34,5486.8,4114.59,107.03,142.72
2026-04-09,5778.01,5502.56,4128.75,105.01,139.95
2026-04-10,5858.87,5520.75,4143.29,106.12,141.41
2026-04-13,5808.62,5535.22,4157.48,104.94,139.71
2026-04-14,5967.75,5551.16,4172.43,107.5,143.03
2026-04-15,6091.39,5568.56,4187.77,109.39,145.46
2026-04-16,6226.05,5588.6,4203.83,111.41,148.1
2026-04-17,6191.92,5613.44,4219.27,110.31,146.75
2026-04-20,6219.09,5632.06,4234.83,110.42,146.86
2026-04-21,6388.47,5652.41,4251.37,113.02,150.27
2026-04-22,6417.93,5677.5,4268.18,113.04,150.37
2026-04-23,6475.81,5705.23,4285.2,113.51,151.12
2026-04-24,6475.63,5728.78,4302.13,113.04,150.52
2026-04-27,6615.03,5755.05,4319.83,114.94,153.13
2026-04-28,6641.02,5780.78,4337.46,114.88,153.11
2026-04-29,6690.9,5804.15,4355.64,115.28,153.61
2026-04-30,6598.87,5825.99,4373.34,113.27,150.89
2026-05-04,6936.99,5851.18,4392.45,118.56,157.93
2026-05-06,7384.56,5882.71,4413.7,125.53,167.31
2026-05-07,7490.05,5915.58,4435.23,126.62,168.88
2026-05-08,7498.0,5946.15,4456.85,126.1,168.24
2026-05-11,7822.24,5980.92,4479.95,130.79,174.61
2026-05-12,7643.15,6007.64,4502.09,127.22,169.77
2026-05-13,7844.01,6039.63,4525.37,129.88,173.33
2026-05-14,7981.41,6083.42,4549.32,131.2,175.44
2026-05-15,7493.18,6131.42,4570.85,122.21,163.93
2026-05-18,7516.04,6170.06,4592.37,121.81,163.66
2026-05-19,7271.66,6203.8,4612.88,117.21,157.64
2026-05-20,7208.95,6242.94,4633.01,115.47,155.6
2026-05-21,7815.59,6288.6,4656.13,124.28,167.86
2026-05-22,7847.71,6333.35,4679.39,123.91,167.71
2026-05-26,8047.51,6382.64,4703.58,126.08,171.09
2026-05-27,8228.7,6437.47,4728.57,127.83,174.02
2026-05-28,8185.29,6490.18,4753.22,126.12,172.21
2026-05-29,8476.15,6546.89,4779.38,129.47,177.35
2026-06-01,8788.38,6604.16,4807.72,133.07,182.8
2026-06-02,8801.49,6664.92,4835.99,132.06,182.0
2026-06-04,8639.41,6722.09,4863.2,128.52,177.65
2026-06-05,8160.59,6777.18,4888.01,120.41,166.95
2026-06-08,7484.41,6815.79,4909.29,109.81,152.45
2026-06-09,8096.93,6864.89,4933.73,117.95,164.11
2026-06-10,7730.82,6910.29,4956.35,111.87,155.98
2026-06-11,7763.95,6956.8,4979.22,111.6,155.93
2026-06-12,8123.62,7013.72,5003.72,115.82,162.35
2026-06-15,8545.98,7083.59,5030.32,120.64,169.89
2026-06-16,8726.6,7148.55,5058.06,122.08,172.53
2026-06-17,8864.24,7221.15,5086.63,122.75,174.27
2026-06-18,9063.84,7294.89,5116.3,124.25,177.16
2026-06-19,9052.42,7366.93,5145.85,122.88,175.92
2026-06-22,9114.55,7439.32,5175.58,122.52,176.11
2026-06-23,8203.84,7485.95,5200.55,109.59,157.75
2026-06-24,8471.02,7539.81,5227.01,112.35,162.06
2026-06-25,8930.3,7601.24,5255.72,117.48,169.92
2026-06-26,8411.21,7653.29,5281.8,109.9,159.25
2026-06-29,8394.65,7701.83,5307.84,109.0,158.16
2026-06-30,8476.48,7749.53,5334.51,109.38,158.9
2026-07-01,8303.41,7791.08,5360.16,106.58,154.91
2026-07-02,7648.09,7820.2,5382.48,97.8,142.09
2026-07-03,8088.34,7857.59,5406.92,102.94,149.59
2026-07-06,8051.33,7890.85,5431.15,102.03,148.24
2026-07-07,7656.31,7915.61,5453.33,96.72,140.4
2026-07-08,7246.79,7931.03,5473.27,91.37,132.4
2026-07-09,7291.91,7947.36,5493.15,91.75,132.75
2026-07-10,7475.94,7964.58,5513.81,93.86,135.59
2026-07-13,6806.93,7967.89,5530.87,85.43,123.07
2026-07-14,6856.83,7971.21,5548.12,86.02,123.59
2026-07-15,7284.41,7984.92,5567.29,91.23,130.84
2026-07-16,6820.6,7982.6,5584.33,85.44,122.14
2026-07-20,6516.27,7965.23,5599.6,81.81,116.37
2026-07-21,6747.95,7950.39,5616.12,84.88,120.15
2026-07-22,6797.7,7936.38,5632.76,85.65,120.68
2026-07-23,7096.89,7921.88,5650.81,89.59,125.59
2026-07-24,6690.62,7902.82,5666.91,84.66,118.06
2026-07-27,6755.75,7881.06,5683.33,85.72,118.87
2026-07-28,6023.66,7841.9,5696.52,76.81,105.74
2026-07-29,5663.24,7805.31,5707.68,72.56,99.22
2026-07-30,5593.56,7766.86,5718.52,72.02,97.81
2026-07-31,6595.45,7753.33,5734.22,85.07,115.02
2026-08-03,6257.45,7734.3,5747.76,80.91,108.87
2026-08-04,6358.95,7705.17,5761.5,82.53,110.37
2026-08-05,6598.26,7680.18,5776.57,85.91,114.22
